species,year,region,total_catch,total_effort,total_fleet,harvest,landed,wholesale,total_rec.catch,total_rec.effort,active.farms,abundance,genlength,release,temperature,variance,sd,licenses
Chum,1997,Fraser,0,10193,NA,0,0,0,NA,NA,NA,NA,4,18518446,6.215470205,8.945723926,2.990940308,NA
Chum,1997,HG,111447.8134,11392,NA,0.521117256,0.389340478,2.162337118,NA,NA,NA,352583,5,3310079,6.215470205,8.945723926,2.990940308,NA
Chum,1997,Nass,145390.3721,22870,NA,0.679828786,0.507918058,2.820898756,NA,NA,NA,35030,4,5282,6.215470205,8.945723926,2.990940308,NA
Chum,1997,Skeena,36200.01162,19877,NA,0.169267123,0.126463942,0.702361279,NA,NA,NA,45617,4,NA,6.215470205,8.945723926,2.990940308,NA
Chum,1997,VIMI,1231383,14137,NA,5.757806365,4.301809353,23.89158733,NA,NA,NA,1334171,4,60922722,6.215470205,8.945723926,2.990940308,NA
Chum,1998,CC,1168714.309,5096,NA,4.903680204,3.15412596,14.09500038,NA,NA,NA,2521130,4,13029050,5.793741131,8.179312301,2.859949702,1250
Chum,1998,Fraser,0,5577,NA,0,0,0,NA,NA,NA,NA,4,20524727,5.793741131,8.179312301,2.859949702,1312
Chum,1998,HG,116790.6721,6193,NA,0.490029173,0.315194644,1.408526066,NA,NA,NA,581819,5,4342624,5.793741131,8.179312301,2.859949702,1250
Chum,1998,Nass,264275.0011,3897,NA,1.108842496,0.713225324,3.187225666,NA,NA,NA,217694,4,2000,5.793741131,8.179312301,2.859949702,1250
Chum,1998,Skeena,2240.017744,1956,NA,0.009398645,0.006045359,0.0270152,NA,NA,NA,31029,4,NA,5.793741131,8.179312301,2.859949702,1250
Chum,1998,VIMI,3190829,8929,NA,13.38804948,8.611408712,38.48223268,NA,NA,NA,2640312,4,90755060,5.793741131,8.179312301,2.859949702,1631
Chum,1999,CC,302257.199,3466,NA,1.637350524,1.34262743,13.49176832,NA,NA,NA,908747,4,13623782,4.866282963,7.040747312,2.653440656,1010
Chum,1999,Fraser,0,2023,NA,0,0,0,NA,NA,NA,NA,4,14512954,4.866282963,7.040747312,2.653440656,963
Chum,1999,HG,227040.921,2111,NA,1.229898154,1.008516486,10.13436079,NA,NA,NA,606415,5,3206827,4.866282963,7.040747312,2.653440656,1010
Chum,1999,Nass,144279.1908,7298,NA,0.781571487,0.64088862,6.440149056,NA,NA,NA,53253,4,3905,4.866282963,7.040747312,2.653440656,1010
Chum,1999,Skeena,2.689148596,419,NA,1.46E-05,1.19E-05,0.000120035,NA,NA,NA,6168,4,115943,4.866282963,7.040747312,2.653440656,1010
Chum,1999,VIMI,249427,5922,NA,1.351165267,1.107955519,11.1336018,NA,NA,NA,1077228,4,112460891,4.866282963,7.040747312,2.653440656,1213
Chum,2000,CC,104226.3273,2107,NA,0.559134833,0.67894944,6.889339904,NA,NA,NA,925112,4,11703477,5.610359267,7.581388151,2.753432068,970
Chum,2000,Fraser,0,7696,NA,0,0,0,NA,NA,NA,NA,4,7979466,5.610359267,7.581388151,2.753432068,965
Chum,2000,HG,112102.0405,1185,NA,0.601385056,0.730253282,7.40992301,NA,NA,NA,408818,5,3553791,5.610359267,7.581388151,2.753432068,970
Chum,2000,Nass,94551.28163,12173,NA,0.507231872,0.615924415,6.249821274,NA,NA,NA,35094,4,NA,5.610359267,7.581388151,2.753432068,970
Chum,2000,Skeena,6710.350644,8707,NA,0.035998494,0.043712457,0.443552869,NA,NA,NA,10476,4,20679,5.610359267,7.581388151,2.753432068,970
Chum,2000,VIMI,204348,9085,NA,1.096249746,1.331160406,13.50736294,NA,NA,NA,781623,4,66983555,5.610359267,7.581388151,2.753432068,1249
Chum,2001,CC,517614.8979,4740,NA,2.660386548,2.614517814,12.20108313,NA,NA,NA,1081719,4,11004989,5.487532328,6.544018117,2.558127854,966
Chum,2001,Fraser,0,6592,NA,0,0,0,NA,NA,NA,NA,4,10714339,5.487532328,6.544018117,2.558127854,968
Chum,2001,HG,40905.03869,1130,NA,0.210239727,0.206614904,0.964202885,NA,NA,NA,364616,5,4071140,5.487532328,6.544018117,2.558127854,966
Chum,2001,Nass,51532.88486,11822,NA,0.264863693,0.260297078,1.214719698,NA,NA,NA,48139,4,NA,5.487532328,6.544018117,2.558127854,966
Chum,2001,Skeena,6390.178593,9873,NA,0.032843616,0.032277347,0.15062762,NA,NA,NA,18996,4,NA,5.487532328,6.544018117,2.558127854,966
Chum,2001,VIMI,512027,8044,NA,2.631666416,2.586292857,12.06936666,NA,NA,NA,1873597,4,25638558,5.487532328,6.544018117,2.558127854,1251
Chum,2002,CC,779460.6539,6373,NA,3.571301082,1.728048911,11.63552933,NA,NA,NA,1887450,4,12550535,5.689460673,6.971882552,2.640432266,972
Chum,2002,Fraser,0,9889,NA,0,0,0,NA,NA,NA,NA,4,10821907,5.689460673,6.971882552,2.640432266,961
Chum,2002,HG,104923.0571,4295,NA,0.48073219,0.23261235,1.566256492,NA,NA,NA,321887,5,481265,5.689460673,6.971882552,2.640432266,972
Chum,2002,Nass,66989.79397,13285,NA,0.30693111,0.148515053,1.000001358,NA,NA,NA,30382,4,NA,5.689460673,6.971882552,2.640432266,972
Chum,2002,Skeena,3098.494998,8630,NA,0.014196558,0.006869302,0.046253303,NA,NA,NA,7565,4,NA,5.689460673,6.971882552,2.640432266,972
Chum,2002,VIMI,1751912,12611,NA,8.026839059,3.883954383,26.15195951,NA,NA,NA,2300140,4,115065048,5.689460673,6.971882552,2.640432266,1247
Chum,2003,CC,1345262.65,7651,NA,6.205790146,4.122094184,20.65576866,NA,NA,NA,2251874,4,12902660,6.320263224,6.296083641,2.509199801,977
Chum,2003,Fraser,0,9607,NA,0,0,0,NA,NA,NA,NA,4,11149179,6.320263224,6.296083641,2.509199801,955
Chum,2003,HG,4938.053046,4598,NA,0.022779582,0.015130963,0.075821091,NA,NA,NA,373698,5,843045,6.320263224,6.296083641,2.509199801,977
Chum,2003,Nass,72890.90257,13072,NA,0.336250802,0.223349073,1.119199749,NA,NA,NA,72237,4,6624,6.320263224,6.296083641,2.509199801,977
Chum,2003,Skeena,1618.394194,7570,NA,0.007465765,0.004959012,0.024849553,NA,NA,NA,13157,4,NA,6.320263224,6.296083641,2.509199801,977
Chum,2003,VIMI,1545113,12615,NA,7.127713705,4.734466768,23.72436095,NA,NA,NA,1909655,4,85329403,6.320263224,6.296083641,2.509199801,1242
Chum,2004,CC,1401315.301,9411,NA,6.055114733,4.742467483,19.81673913,NA,NA,3,1726495,4,12240462,6.295697976,7.614399994,2.759420228,987
Chum,2004,Fraser,0,8961,NA,0,0,0,NA,NA,0,NA,4,10608572,6.295697976,7.614399994,2.759420228,942
Chum,2004,HG,63228.23078,4604,NA,0.273210598,0.213983126,0.894143776,NA,NA,0,412047,5,9185188,6.295697976,7.614399994,2.759420228,987
Chum,2004,Nass,102741.5111,12371,NA,0.443948365,0.347707811,1.452921923,NA,NA,0,87572,4,NA,6.295697976,7.614399994,2.759420228,987
Chum,2004,Skeena,2861.956927,6885,NA,0.01236658,0.009685713,0.040472443,NA,NA,0,29298,4,NA,6.295697976,7.614399994,2.759420228,987
Chum,2004,VIMI,1739255,11086,NA,7.515359724,5.886155867,24.59572273,NA,NA,84,2857822,4,63551903,6.295697976,7.614399994,2.759420228,1232
Chum,2005,CC,575150.093,9261,947,2.473361399,2.356693409,12.62347658,NA,NA,2,959740,4,12201801,6.86878503,9.187925778,3.031159148,999
Chum,2005,Fraser,0,7799,1274,0,0,0,NA,NA,0,NA,4,11447006,6.86878503,9.187925778,3.031159148,927
Chum,2005,HG,104581.2943,5247,276,0.449738841,0.428524745,2.295365219,NA,NA,0,363579,5,74351,6.86878503,9.187925778,3.031159148,999
Chum,2005,Nass,73654.226,8816,832,0.316740833,0.301800228,1.616573496,NA,NA,0,69099,4,NA,6.86878503,9.187925778,3.031159148,999
Chum,2005,Skeena,1.386639043,4363,315,5.96E-06,5.68E-06,3.04E-05,NA,NA,0,29701,4,NA,6.86878503,9.187925778,3.031159148,999
Chum,2005,VIMI,1711514,10046,1620,7.360152964,7.012975937,37.56455428,NA,NA,83,1387110,4,80509667,6.86878503,9.187925778,3.031159148,1221
Chum,2006,CC,428762.0448,6545,592,1.843558749,1.918045971,9.515742634,NA,NA,4,1172301,4,13356194,5.663032033,7.898150992,2.810364921,1056
Chum,2006,Fraser,0,13302,1921,0,0,0,NA,NA,0,NA,4,7880008,5.663032033,7.898150992,2.810364921,833
Chum,2006,HG,37457.01983,5473,340,0.161054873,0.16756214,0.831303435,NA,NA,0,325550,5,32644,5.663032033,7.898150992,2.810364921,1056
Chum,2006,Nass,103799.6598,14945,1244,0.44630996,0.464342685,2.3036807,NA,NA,0,73550,4,15581,5.663032033,7.898150992,2.810364921,1056
Chum,2006,Skeena,333.2756216,11331,787,0.001432993,0.001490892,0.007396562,NA,NA,0,4505,4,NA,5.663032033,7.898150992,2.810364921,1056
Chum,2006,VIMI,1732121,15501,2276,7.447643425,7.748558311,38.44187667,NA,NA,89,1195769,4,54047830,5.663032033,7.898150992,2.810364921,1164
Chum,2007,CC,272863.209,5445,633,1.27171084,1.712916642,7.837891302,NA,NA,4,631666,4,12528502,5.206310806,7.141912105,2.672435613,1050
Chum,2007,Fraser,0,6032,966,0,0,0,NA,NA,0,NA,4,14448361,5.206310806,7.141912105,2.672435613,815
Chum,2007,HG,188.3816736,3829,267,0.000877975,0.001182578,0.005411192,NA,NA,0,165131,5,97497,5.206310806,7.141912105,2.672435613,1050
Chum,2007,Nass,24540.09346,9162,1129,0.11437197,0.154052042,0.704904797,NA,NA,0,28922,4,NA,5.206310806,7.141912105,2.672435613,1050
Chum,2007,Skeena,7.315840481,6047,709,3.41E-05,4.59E-05,0.000210145,NA,NA,0,8782,4,NA,5.206310806,7.141912105,2.672435613,1050
Chum,2007,VIMI,753764,7676,1300,3.513005118,4.731802812,21.65158256,NA,NA,84,1644304,4,76360562,5.206310806,7.141912105,2.672435613,1170
Chum,2008,CC,12833.97855,3620,328,0.049000163,0.086470876,0.539001792,NA,NA,6,314139,4,11495341,4.724268708,6.596167933,2.568300593,1050
Chum,2008,Fraser,0,5675,964,0,0,0,NA,NA,0,NA,4,12703241,4.724268708,6.596167933,2.568300593,815
Chum,2008,HG,2023.516253,4009,259,0.00772579,0.013633747,0.084983692,NA,NA,0,264037,5,66076,4.724268708,6.596167933,2.568300593,1050
Chum,2008,Nass,14716.11875,7516,850,0.056186179,0.099152081,0.618047969,NA,NA,0,23789,4,NA,4.724268708,6.596167933,2.568300593,1050
Chum,2008,Skeena,0.386449702,6607,580,1.48E-06,2.60E-06,1.62E-05,NA,NA,0,4339,4,NA,4.724268708,6.596167933,2.568300593,1050
Chum,2008,VIMI,415685,6371,1201,1.587086392,2.800740692,17.45795032,NA,NA,86,1280067,4,43987542,4.724268708,6.596167933,2.568300593,1170
Chum,2009,CC,73815.72537,5468,548,0.269741372,0.42958811,2.127959709,NA,NA,5,551192,4,10502567,5.572014289,9.347464282,3.057362308,1050
Chum,2009,Fraser,0,5438,1037,0,0,0,NA,NA,0,NA,4,15138443,5.572014289,9.347464282,3.057362308,815
Chum,2009,HG,3581.83746,4794,283,0.013088942,0.020845352,0.103257209,NA,NA,0,388730,5,79948,5.572014289,9.347464282,3.057362308,1050
Chum,2009,Nass,47200.79786,6908,779,0.17248368,0.274696231,1.360704587,NA,NA,0,47875,4,NA,5.572014289,9.347464282,3.057362308,1050
Chum,2009,Skeena,0.639310302,4103,355,2.34E-06,3.72E-06,1.84E-05,NA,NA,0,8059,4,NA,5.572014289,9.347464282,3.057362308,1050
Chum,2009,VIMI,614266,6006,1234,2.24468367,3.574866586,17.70806007,NA,NA,85,1524172,4,35014870,5.572014289,9.347464282,3.057362308,1170
Chum,2010,CC,14844.77472,3273,298,0.064722032,0.116499658,1.255607422,NA,NA,6,333306,4,10640988,5.235384795,7.340853828,2.709401009,1045
Chum,2010,Fraser,0,12332,1275,0,0,0,NA,NA,0,NA,4,8279915,5.235384795,7.340853828,2.709401009,813
Chum,2010,HG,8636.139953,4429,307,0.03765288,0.067775185,0.73046588,NA,NA,0,262960,5,NA,5.235384795,7.340853828,2.709401009,1045
Chum,2010,Nass,15393.44378,5415,766,0.067114185,0.120805534,1.302015196,NA,NA,0,35045,4,NA,5.235384795,7.340853828,2.709401009,1045
Chum,2010,Skeena,0.64154143,3593,455,2.80E-06,5.03E-06,5.43E-05,NA,NA,0,4130,4,5249,5.235384795,7.340853828,2.709401009,1045
Chum,2010,VIMI,75806,13577,1458,0.330508105,0.594914589,6.411857239,NA,NA,82,814177,4,39564207,5.235384795,7.340853828,2.709401009,1175
Chum,2011,CC,353121.6182,4449,575,1.081161252,1.994556103,5.927746174,NA,NA,6,1244145,4,6690156,5.577702162,7.126543414,2.669558655,1030
Chum,2011,Fraser,0,9467,1255,0,0,0,NA,NA,0,NA,4,9938046,5.577702162,7.126543414,2.669558655,815
Chum,2011,HG,8.322637958,3082,230,2.55E-05,4.70E-05,0.00013971,NA,NA,0,248056,5,48574,5.577702162,7.126543414,2.669558655,1030
Chum,2011,Nass,0.048898531,5648,821,1.50E-07,2.76E-07,8.21E-07,NA,NA,0,37595,4,NA,5.577702162,7.126543414,2.669558655,1030
Chum,2011,Skeena,0.010246645,4476,536,3.14E-08,5.79E-08,1.72E-07,NA,NA,0,7878,4,NA,5.577702162,7.126543414,2.669558655,1030
Chum,2011,VIMI,1541227,12159,1613,4.718813085,8.705396554,25.87211312,NA,NA,84,1826210,4,27576918,5.577702162,7.126543414,2.669558655,1190
Chum,2012,CC,341050.5666,4947,592,2.086442581,2.715687169,12.61800989,0,11911.93477,6,976272,4,10599009,4.800310422,8.14641303,2.854192185,1012
Chum,2012,Fraser,0,3843,894,0,0,0,10441.16414,530538.8392,0,NA,4,12432451,4.800310422,8.14641303,2.854192185,788
Chum,2012,HG,14.27680322,4858,322,8.73E-05,0.000113682,0.000528206,619.8428959,24576.77334,0,356021,5,57370,4.800310422,8.14641303,2.854192185,1012
Chum,2012,Nass,40189.00166,6897,895,0.245863964,0.320013414,1.486891594,0,17013.51238,0,38249,4,NA,4.800310422,8.14641303,2.854192185,1012
Chum,2012,Skeena,0.154928165,5012,568,9.48E-07,1.23E-06,5.73E-06,0,20043.75486,0,5916,4,NA,4.800310422,8.14641303,2.854192185,1012
Chum,2012,VIMI,648546,5977,1256,3.967605166,5.164184502,23.99456458,19070.13423,822322.4787,73,2231866,4,72856021,4.800310422,8.14641303,2.854192185,1166
Chum,2013,CC,547860.1498,5841,654,3.467244753,4.515481539,11.49028784,47.27142857,11976.4719,5,841592,4,7923502,5.560729398,8.190734773,2.861945977,982
Chum,2013,Fraser,0,3803,890,0,0,0,16608.04928,764572.0267,0,NA,4,15480249,5.560729398,8.190734773,2.861945977,753
Chum,2013,HG,53.48611704,3589,241,0.000338498,0.000440834,0.001121766,696.5726108,33194.4094,0,184876,5,132035,5.560729398,8.190734773,2.861945977,982
Chum,2013,Nass,53931.66414,7040,633,0.341317542,0.444506566,1.131110458,141.5021094,41031.30375,0,30363,4,NA,5.560729398,8.190734773,2.861945977,982
Chum,2013,Skeena,0.699967927,3343,276,4.43E-06,5.77E-06,1.47E-05,25.33333333,34212.04014,0,2453,4,NA,5.560729398,8.190734773,2.861945977,982
Chum,2013,VIMI,757042,4378,1120,4.791094777,6.239565292,15.87746525,28945.36502,1306075.87,67,2249404,4,74223556,5.560729398,8.190734773,2.861945977,1130
Chum,2014,CC,229294.8211,3872,388,1.532953935,3.031842227,7.937294819,283.1976949,54986.69952,6,554928,4,9558406,6.690331317,7.994708374,2.827491534,966
Chum,2014,Fraser,0,17215,1430,0,0,0,7537.878812,712373.0348,0,NA,4,11910487,6.690331317,7.994708374,2.827491534,756
Chum,2014,HG,23.19511748,4752,278,0.000155071,0.000306697,0.000802925,1296.124484,63380.11293,0,106234,5,NA,6.690331317,7.994708374,2.827491534,966
Chum,2014,Nass,31228.54112,8663,880,0.208778876,0.412918221,1.081010624,177.7115058,43589.33659,0,40412,4,NA,6.690331317,7.994708374,2.827491534,966
Chum,2014,Skeena,0.442689217,6060,556,2.96E-06,5.85E-06,1.53E-05,89.75660154,31974.49264,0,2735,4,8500,6.690331317,7.994708374,2.827491534,966
Chum,2014,VIMI,412550,19503,1643,2.758109158,5.454927002,14.28087631,13511.5971,1346676.773,71,1145040,4,59844117,6.690331317,7.994708374,2.827491534,1135
Chum,2015,CC,985045.1548,5583,717,5.021888314,8.325762204,13.34765052,448.7049375,54604.33744,6,1242070,4,9656265,6.790738342,9.734593232,3.120030967,972
Chum,2015,Fraser,0,4663,1067,0,0,0,9435.215824,537284.4888,0,NA,4,10605497,6.790738342,9.734593232,3.120030967,753
Chum,2015,HG,58307,3016,226,0.297256669,0.492820268,0.790076937,746.5680296,72227.54758,0,309982,5,37183,6.790738342,9.734593232,3.120030967,972
Chum,2015,Nass,166491.8301,6219,663,0.848797004,1.407216085,2.256013088,435.4443404,30394.9563,0,144101,4,NA,6.790738342,9.734593232,3.120030967,972
Chum,2015,Skeena,0.015126761,3298,354,7.71E-08,1.28E-07,2.05E-07,454.1167542,33430.82483,0,2626,4,NA,6.790738342,9.734593232,3.120030967,972
Chum,2015,VIMI,1026270,6684,1424,5.232057936,8.674201315,13.90625925,16558.95016,868926.4389,73,1289234,4,34251100,6.790738342,9.734593232,3.120030967,1132
Chum,2016,CC,503391.4698,6367,810,2.488333686,4.726269014,8.513544185,4240.696274,60334.64672,6,930703,4,9021652,7.296033557,7.888418443,2.808632842,976
Chum,2016,Fraser,0,6415,1188,0,0,0,11626.37937,465313.7334,0,NA,4,10243116,7.296033557,7.888418443,2.808632842,750
Chum,2016,HG,4.832214114,4500,246,2.39E-05,4.54E-05,8.17E-05,2269.493313,77551.0419,0,195694,5,144917,7.296033557,7.888418443,2.808632842,976
Chum,2016,Nass,69126.63782,6456,760,0.341702535,0.64901991,1.169095467,340.3410794,42435.56946,0,44071,4,NA,7.296033557,7.888418443,2.808632842,976
Chum,2016,Skeena,0.060206295,4935,483,2.98E-07,5.65E-07,1.02E-06,165.6487117,30426.35462,0,4160,4,NA,7.296033557,7.888418443,2.808632842,976
Chum,2016,VIMI,2644057,8842,1611,13.06993959,24.82466514,44.71727761,20565.87215,849373.5532,71,2703424,4,62671882,7.296033557,7.888418443,2.808632842,1133
Chum,2017,CC,334478.1593,5730,539,1.996832981,6.101134285,12.01337896,414.4349936,44843.54008,5,644008,4,9511459,6.186898823,6.85709924,2.618606355,974
Chum,2017,Fraser,0,6158,1115,0,0,0,5112.784288,521863.1593,0,NA,4,9204200,6.186898823,6.85709924,2.618606355,749
Chum,2017,HG,93.55032936,4679,241,0.000558495,0.001706429,0.003360027,1029.247402,72014.18751,0,202442,5,131378,6.186898823,6.85709924,2.618606355,974
Chum,2017,Nass,59504.38885,5587,471,0.355240912,1.085405001,2.137206132,124.1902797,50943.02238,0,22780,4,NA,6.186898823,6.85709924,2.618606355,974
Chum,2017,Skeena,0.901488853,3849,177,5.38E-06,1.64E-05,3.24E-05,38.16296628,35036.85456,0,2448,4,NA,6.186898823,6.85709924,2.618606355,974
Chum,2017,VIMI,845455,7306,1409,5.04736223,15.42173784,30.3660225,10366.47236,1011702.298,73,892246,4,113877854,6.186898823,6.85709924,2.618606355,1134
Chum,2018,CC,454101.1328,4981,461,2.602266415,8.408769306,19.61419119,85.92720604,45001.72322,3,671448,4,8271312,6.486794176,5.563682741,2.35874601,967
Chum,2018,Fraser,0,11043,1448,0,0,0,2497.866793,476860.444,0,NA,4,12888535,6.486794176,5.563682741,2.35874601,746
Chum,2018,HG,1350.054664,3977,235,0.007736607,0.024999493,0.058313509,728.4212395,66947.45359,0,288859,5,155291,6.486794176,5.563682741,2.35874601,967
Chum,2018,Nass,47036.81252,4563,492,0.269548584,0.87099916,2.031681859,140.6160755,44768.35777,0,65771,4,NA,6.486794176,5.563682741,2.35874601,967
Chum,2018,Skeena,0,4043,319,0,0,0,68.8498933,31398.5128,0,NA,4,NA,6.486794176,5.563682741,2.35874601,967
Chum,2018,VIMI,221696,12025,1723,1.270448394,4.10523204,9.57581344,4550.536164,841249.3256,74,700455,4,31687753,6.486794176,5.563682741,2.35874601,1131
Chum,2019,CC,146469.6515,3545,433,0.996996324,2.379386184,12.65933987,160.2377405,33227.51926,5,647616,4,8172293,7.241381418,5.848779372,2.418424977,964
Chum,2019,Fraser,0,626,114,0,0,0,870.9261808,383396.8107,0,NA,4,9593427,7.241381418,5.848779372,2.418424977,730
Chum,2019,HG,402.8579505,3471,249,0.002742192,0.006544391,0.034818924,442.2902146,64482.20107,0,182634,5,142858,7.241381418,5.848779372,2.418424977,964
Chum,2019,Nass,21108.49056,3250,339,0.143682239,0.342905512,1.824402212,76.25783358,38016.12452,0,89922,4,NA,7.241381418,5.848779372,2.418424977,964
Chum,2019,Skeena,0,2573,164,0,0,0,60.52413793,27500.69307,0,NA,4,NA,7.241381418,5.848779372,2.418424977,964
Chum,2019,VIMI,6843,1436,354,0.046579245,0.111163913,0.59143899,1635.306817,579421.0797,76,NA,4,30691168,7.241381418,5.848779372,2.418424977,1103
Chum,2020,CC,13156.1996,2547,348,0.828676486,2.458589839,7.38125744,0,2042.623874,4,100732,4,9414785,6.640011302,7.637432493,2.763590508,951
Chum,2020,Fraser,0,2380,619,0,0,0,3183.70706,344533.9175,0,NA,4,9686926,6.640011302,7.637432493,2.763590508,713
Chum,2020,HG,22.59033242,2760,232,0.001422909,0.004221611,0.012674257,65.60456718,11909.43087,0,49571,5,56856,6.640011302,7.637432493,2.763590508,951
Chum,2020,Nass,1752.210068,2073,268,0.11036738,0.327447591,0.983073683,49.89661691,27824.38131,0,101611,4,NA,6.640011302,7.637432493,2.763590508,951
Chum,2020,Skeena,0,2051,253,0,0,0,40.64967314,19385.60654,0,NA,4,NA,6.640011302,7.637432493,2.763590508,951
Chum,2020,VIMI,9042,2912,826,0.569533225,1.689740959,5.072994619,4891.383326,674667.4541,71,NA,4,13073893,6.640011302,7.637432493,2.763590508,1088
Chum,2021,CC,426.2890572,1851,150,0.006772876,0.019472019,0.20995916,45.59852193,18764.25645,4,357161,4,6507655,6.079160826,6.367231167,2.523337307,950
Chum,2021,Fraser,0,829,88,0,0,0,2445.288588,327290.3968,0,NA,4,10910364,6.079160826,6.367231167,2.523337307,709
Chum,2021,HG,2.284439215,2746,208,3.63E-05,0.000104349,0.00112515,463.1438286,35045.39629,0,78810,5,96961,6.079160826,6.367231167,2.523337307,950
Chum,2021,Nass,13925.4265,1761,124,0.221247032,0.636085218,6.858658007,49.4730053,37076.91167,0,118172,4,NA,6.079160826,6.367231167,2.523337307,950
Chum,2021,Skeena,0,1689,101,0,0,0,49.48215369,26405.74905,0,NA,NA,NA,NA,NA,NA,950
Chum,2021,VIMI,5787,1789,331,0.091943796,0.264338414,2.850257683,4714.193237,642170.443,68,NA,4,25489271,6.079160826,6.367231167,2.523337307,1083
Chum,2022,CC,291,1817,126,0.013768056,0.062699377,0.17859491,145.2694519,35365.91307,4,NA,NA,NA,NA,NA,NA,946
Chum,2022,Fraser,0,1011,278,0,0,0,1262.32752,332952.3864,0,NA,4,9514543,6.1157838,7.227019886,2.688311717,706
Chum,2022,HG,0,2333,173,0,0,0,977.0914199,50526.75442,0,NA,NA,NA,NA,NA,NA,946
Chum,2022,Nass,19618,3692,275,0.928184631,4.226929161,12.04012009,64.77606377,35812.68154,0,97478,4,NA,6.1157838,7.227019886,2.688311717,946
Chum,2022,Skeena,0,3660,261,0,0,0,71.00002752,26826.25002,0,NA,NA,NA,NA,NA,NA,946
Chum,2022,VIMI,1,2352,434,4.73E-05,0.000215462,0.000613728,2147.1559,680153.812,56,NA,NA,NA,NA,NA,NA,1079
Chum,2023,CC,0,1686,121,0,0,0,80.72087233,28606.47071,NA,NA,NA,NA,NA,NA,NA,836
Chum,2023,Fraser,0,441,94,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,635
Chum,2023,HG,0,2288,166,0,0,0,754.3432694,47810.69019,NA,NA,NA,NA,NA,NA,NA,836
Chum,2023,Nass,51659,3769,366,0.485,1.247683,7.960072,4.679168702,9964.138856,NA,NA,NA,NA,NA,NA,NA,836
Chum,2023,Skeena,0,3458,318,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,836
Chum,2023,VIMI,0,1536,237,0,0,0,1615.171868,338993.4758,NA,NA,NA,NA,NA,NA,NA,986
Coho,1996,CC,172148.5132,11676,NA,NA,NA,NA,NA,NA,NA,151696,3,876536,6.090548464,6.530000216,2.55538651,NA
Coho,1996,Fraser,10527,1686,NA,NA,NA,NA,NA,NA,NA,12514,3,4290393,6.090548464,6.530000216,2.55538651,NA
Coho,1996,HG,77979.27313,6457,NA,NA,NA,NA,NA,NA,NA,119790,3,389645,6.090548464,6.530000216,2.55538651,NA
Coho,1996,Nass,152984.6484,29528,NA,NA,NA,NA,NA,NA,NA,79400,3,16572,6.090548464,6.530000216,2.55538651,NA
Coho,1996,Skeena,98110.56534,24258,NA,NA,NA,NA,NA,NA,NA,75375,3,405087,6.090548464,6.530000216,2.55538651,NA
Coho,1996,VIMI,793177,16545,NA,NA,NA,NA,NA,NA,NA,NA,3,9765130,6.090548464,6.530000216,2.55538651,NA
Coho,1997,CC,107087.929,12559,NA,0.385655766,0.867725474,3.470901894,NA,NA,NA,154162,3,775237,6.215470205,8.945723926,2.990940308,NA
Coho,1997,Fraser,7632,10193,NA,0.027485122,0.061841525,0.247366099,NA,NA,NA,21916,3,4213956,6.215470205,8.945723926,2.990940308,NA
Coho,1997,HG,47219.23325,11392,NA,0.170050628,0.382613913,1.530455652,NA,NA,NA,68168,3,413076,6.215470205,8.945723926,2.990940308,NA
Coho,1997,Nass,27911.46379,22870,NA,0.100517556,0.226164502,0.904658008,NA,NA,NA,27476,3,98885,6.215470205,8.945723926,2.990940308,NA
Coho,1997,Skeena,32038.37398,19877,NA,0.115379798,0.259604546,1.038418186,NA,NA,NA,38931,3,348728,6.215470205,8.945723926,2.990940308,NA
Coho,1997,VIMI,253,14137,NA,0.000911129,0.00205004,0.00820016,NA,NA,NA,NA,3,10402280,6.215470205,8.945723926,2.990940308,NA
Coho,1998,CC,991,5096,NA,0.093402451,0.093402451,6.071159284,NA,NA,NA,696674,3,714533,5.793741131,8.179312301,2.859949702,1250
Coho,1998,Fraser,0,5577,NA,0,0,0,NA,NA,NA,28197,3,4545467,5.793741131,8.179312301,2.859949702,1312
Coho,1998,HG,0,6193,NA,0,0,0,NA,NA,NA,231543,3,329039,5.793741131,8.179312301,2.859949702,1250
Coho,1998,Nass,6,3897,NA,0.000565504,0.000565504,0.036757776,NA,NA,NA,70115,3,60634,5.793741131,8.179312301,2.859949702,1250
Coho,1998,Skeena,0,1956,NA,0,0,0,NA,NA,NA,175595,3,227324,5.793741131,8.179312301,2.859949702,1250
Coho,1998,VIMI,64,8929,NA,0.006032045,0.006032045,0.392082941,NA,NA,NA,NA,3,9666575,5.793741131,8.179312301,2.859949702,1631
Coho,1999,CC,817.717106,3466,NA,0.018759282,0.018759282,1.088038361,NA,NA,NA,212983,3,1190841,4.866282963,7.040747312,2.653440656,1010
Coho,1999,Fraser,3,2023,NA,6.88E-05,6.88E-05,0.003991741,NA,NA,NA,24616,3,4611657,4.866282963,7.040747312,2.653440656,963
Coho,1999,HG,2963.59486,2111,NA,0.067987953,0.067987953,3.943301258,NA,NA,NA,182397,3,481068,4.866282963,7.040747312,2.653440656,1010
Coho,1999,Nass,105.9299775,7298,NA,0.002430144,0.002430144,0.140948353,NA,NA,NA,103122,3,95,4.866282963,7.040747312,2.653440656,1010
